id,title,T4_title_weight,T4_rank,T4_S_scale,T4_S_score
20573855,"
	হত্যা-যুক্তি উপস্থাপন সোহেল চৌধুরী হত্যা মামলা  
আজিজ মোহাম্মদ ভাইসহ ৯ জনের মৃত্যুদণ্ড প্রত্যাশা রাষ্ট্রপক্ষের 
",0.005293005671076201,1.0,1.0000000000000002,100.00000000000003
20573868,"
	রোজার মধ্যে দ্রব্যমূল্যের ঊর্ধ্বগতি  
 যশোরে এখনো টিসিবির পণ্য বিক্রি শুরু না করায় ক্ষুব্ধ ১ লাখ ৩৭ হাজার সুবিধাভোগী 
",0.005293005671076201,1.0,1.0000000000000002,100.00000000000003
20573898,"

মিয়ানমারের মর্টার শেলে কেঁপে ওঠে টেকনাফ সীমান্ত
মিয়ানমারের আরো ২ শহর আরাকান আর্মির দখলে
",0.005273296245169601,3.0,0.9959898898828488,99.59898898828487
20573887,"

জাহাজ ও নাবিক উদ্ধারে আন্তর্জাতিক নৌবাহিনীর অভিযানের খবরে উদ্বেগ
	জাহাজ উদ্ধারের জন্য সরকার কৌশলে এগোচ্ছে : পররাষ্ট্রমন্ত্রী
",0.0051900089000561,4.0,0.9790441185116745,97.90441185116745
20573842,"

ইসলামপুরে অর্ধশতাধিক বালু সিন্ডিকেট
হুমকির মুখে যমুনার তীর সংরক্ষণ বাঁধ, সেতু ও শিক্ষা প্রতিষ্ঠান
",0.0049149338374279,5.0,0.9230769230769231,92.3076923076923
20573846,"

 গোপালগঞ্জে মা-বাবার কবরের পাশে চিরনিদ্রায় শায়িত হলেন জনপ্রিয় ব্যান্ড তারকা খালিদ সাইফুল্লাহ 
",0.0049149338374279,5.0,0.9230769230769231,92.3076923076923
20587795,"
সবচেয়ে সুখী দেশ ফিনল্যান্ড 
সুখী দেশের তালিকায় মিয়ানমারের চেয়েও ১১ ধাপ নিচে বাংলাদেশ 
",0.0048321407467601,7.0,0.9062317134756628,90.62317134756628
20603728,"

গাজীপুর থেকে অপহৃত প্রবাসীকে নরসিংদী হতে শেকলে বাঁধা অবস্থায় উদ্ধার, ৩ ভাই-বোন গ্রেফতার
",0.0047551231317982,8.0,0.8905615910468723,89.05615910468723
20601964,"

১ দশমিক ৩ মিলিয়নের বেশি যাত্রী পরিবহনে প্রস্তুত সৌদি হারামাইন হাই স্পিড রেলওয়ে
",0.0045853231837772995,9.0,0.8560138323918421,85.60138323918422
20573900,"

তানভীর ও জেসমিনসহ ৯ জনকে যাবজ্জীবন কারাদণ্ড
	হলমার্ক মামলায় আদালত : যারা অর্থনীতিকে খেলো মনে করে তাদের মৃত্যুদণ্ড হওয়া উচিত
",0.0045368620037796,10.0,0.8461538461538461,84.61538461538461
